,Phase,SetSize,FBand,Cluster,Participant,Power
293,id,1,alpha,Temporal,T18M1,1.3063326972179916
294,id,1,alpha,Temporal,T23F1,1.3134980359862627
295,id,1,alpha,Temporal,T23F2,1.0579431683005156
296,id,1,alpha,Temporal,T25F1,1.4631495103163843
297,id,1,alpha,Temporal,T9F2,1.5370915810590482
298,id,1,alpha,Temporal,W10F2,1.1860991802324883
299,id,1,alpha,Temporal,W17M2,1.6727053016275324
300,id,1,alpha,Parietal,F12F2,1.7814063676137717
301,id,1,alpha,Parietal,F12M1,1.2367837352004571
302,id,1,alpha,Parietal,F19M1,1.2158282277568404
303,id,1,alpha,Parietal,F26F2,1.889473623736816
304,id,1,alpha,Parietal,F5M1,1.2651622297290461
305,id,1,alpha,Parietal,M22F2,0.9918153492787092
306,id,1,alpha,Parietal,M8M1,1.3534135338161368
307,id,1,alpha,Parietal,M8M2,0.9484011839503751
308,id,1,alpha,Parietal,S20M1,1.1141955718265402
309,id,1,alpha,Parietal,S21F1,1.4056015651384943
310,id,1,alpha,Parietal,T11F1,1.2486715687560002
311,id,1,alpha,Parietal,T16F2,1.1229956685420335
312,id,1,alpha,Parietal,T18F2,1.1411335194693197
313,id,1,alpha,Parietal,T18M1,1.190500596619678
314,id,1,alpha,Parietal,T23F1,1.4367164583302765
315,id,1,alpha,Parietal,T23F2,1.0245327061833356
316,id,1,alpha,Parietal,T25F1,1.4182349131506875
317,id,1,alpha,Parietal,T9F2,1.4684024188467435
318,id,1,alpha,Parietal,W10F2,0.9640017554779439
319,id,1,alpha,Parietal,W17M2,1.0729733777730457
320,id,1,alpha,Occipital,F12F2,1.5364276078512396
321,id,1,alpha,Occipital,F12M1,1.028277467373943
322,id,1,alpha,Occipital,F19M1,1.0142347764054898
323,id,1,alpha,Occipital,F26F2,2.050134789970273
324,id,1,alpha,Occipital,F5M1,1.2355509026530598
325,id,1,alpha,Occipital,M22F2,1.0188158540331713
326,id,1,alpha,Occipital,M8M1,1.4353693688734352
327,id,1,alpha,Occipital,M8M2,0.8304988442308644
328,id,1,alpha,Occipital,S20M1,1.2225389652015377
329,id,1,alpha,Occipital,S21F1,1.520998152280673
330,id,1,alpha,Occipital,T11F1,1.0542207944191282
331,id,1,alpha,Occipital,T16F2,0.9671780113249111
332,id,1,alpha,Occipital,T18F2,1.0676251941024295
333,id,1,alpha,Occipital,T18M1,1.345322029653718
334,id,1,alpha,Occipital,T23F1,1.4597101779880266
335,id,1,alpha,Occipital,T23F2,0.9135386902743763
336,id,1,alpha,Occipital,T25F1,1.2602760459911808
337,id,1,alpha,Occipital,T9F2,1.3738189480860674
338,id,1,alpha,Occipital,W10F2,0.8353625773018972
339,id,1,alpha,Occipital,W17M2,1.2014288302698624
340,id,1,alpha,All,F12F2,2.1826721196139744
341,id,1,alpha,All,F12M1,1.4689870253947535
342,id,1,alpha,All,F19M1,1.2208934500675384
